Name,Location,Year,Kms_Driven,Price,Car_Age,Price_per_KM
Renault Duster 110PS Diesel RxZ,Bangalore,2014,70000,8.25,11,11.785714285714286
Renault Duster 110PS Diesel RxL,Bangalore,2014,70000,8.25,11,11.785714285714286
BMW X1 sDrive20d,Chennai,2012,85000,10.0,13,11.764705882352942
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Pune,2012,119000,13.99,13,11.756302521008404
Skoda Laura 1.8 TSI Ambiente,Pune,2011,31900,3.75,14,11.755485893416928
Mercedes-Benz E-Class 280 CDI,Hyderabad,2009,85000,9.99,16,11.75294117647059
Mahindra XUV500 W6 2WD,Chennai,2014,80000,9.4,11,11.75
Honda Brio VX AT,Mumbai,2014,36631,4.3,11,11.738691272419535
Hyundai Santa Fe 2WD AT,Delhi,2014,110000,12.9,11,11.727272727272727
Mahindra XUV500 W8 2WD,Coimbatore,2014,86091,10.09,11,11.720156578504142
Hyundai i20 Sportz Option Diesel,Hyderabad,2012,42600,4.99,13,11.713615023474178
Mahindra XUV500 W6 2WD,Kolkata,2014,62000,7.25,11,11.693548387096774
Hyundai i10 Sportz AT,Coimbatore,2011,32824,3.83,14,11.66829149402876
Honda City V AT,Kolkata,2013,39000,4.55,12,11.666666666666666
Ford EcoSport 1.5 TDCi Titanium,Coimbatore,2014,64637,7.52,11,11.63420332007983
Hyundai Grand i10 Sportz,Kolkata,2013,28000,3.25,12,11.607142857142858
Chevrolet Beat LT,Coimbatore,2012,24735,2.87,13,11.602991712148777
Nissan Sunny 2011-2014 Diesel XL,Kochi,2014,51553,5.98,11,11.599712916804066
Maruti Swift Dzire VXI,Coimbatore,2014,57676,6.69,11,11.599278729454193
Honda Accord 2.4 A/T,Mumbai,2011,54774,6.35,14,11.593091612808998
Mahindra Ssangyong Rexton RX7,Pune,2013,76000,8.79,12,11.565789473684209
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,6.7,13,11.550529255594249
Mercedes-Benz E-Class 280 CDI,Kochi,2009,80464,9.29,16,11.5455358918274
Renault Koleos 2.0 Diesel,Delhi,2013,65000,7.5,12,11.538461538461538
Ford Figo Diesel Titanium,Bangalore,2012,32510,3.75,13,11.534912334666256
Honda City i VTEC SV,Delhi,2014,54257,6.25,11,11.519250972224782
Renault Duster Petrol RxL,Bangalore,2014,52000,5.99,11,11.51923076923077
BMW 3 Series 320d Corporate Edition,Delhi,2012,76000,8.75,13,11.513157894736842
Nissan Terrano XL 85 PS,Hyderabad,2014,59962,6.9,11,11.507287949034389
Mercedes-Benz E-Class 230,Pune,2012,100000,11.5,13,11.5
Mercedes-Benz E-Class 280 CDI,Pune,2009,100000,11.5,16,11.5
Hyundai EON Magna Plus,Hyderabad,2013,20000,2.3,12,11.499999999999998
Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,Kochi,2011,92239,10.6,14,11.491885211244702
Honda Brio VX AT,Hyderabad,2013,47000,5.4,12,11.48936170212766
Skoda Laura Ambition 2.0 TDI CR AT,Coimbatore,2014,85071,9.75,11,11.461014916951722
Maruti Ertiga ZDI,Delhi,2014,52000,5.95,11,11.442307692307692
Honda City i VTEC SV,Kolkata,2014,48104,5.49,11,11.412772326625644
Honda Amaze S AT i-Vtech,Mumbai,2014,39000,4.45,11,11.41025641025641
Toyota Corolla Altis G,Hyderabad,2008,44738,5.1,17,11.399704948813088
Chevrolet Cruze LTZ,Kochi,2014,52895,6.02,11,11.381037905284053
Chevrolet Cruze LTZ AT,Hyderabad,2013,57352,6.5,12,11.333519319291394
Maruti Ertiga ZDI,Mumbai,2014,64000,7.25,11,11.328125
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,Delhi,2012,78600,8.9,13,11.323155216284988
Hyundai i20 Magna Optional 1.2,Kochi,2014,42315,4.79,11,11.319862932766158
Honda City 1.5 V MT Exclusive,Delhi,2012,42000,4.75,13,11.30952380952381
Hyundai Verna 1.6 SX VTVT AT,Mumbai,2014,48656,5.5,11,11.303847418612298
Toyota Innova 2.5 VX 7 STR BSIV,Hyderabad,2012,104000,11.75,13,11.298076923076923
Toyota Fortuner 4x2 Manual,Delhi,2012,115000,12.99,13,11.295652173913043
Mercedes-Benz E-Class 280 Elegance,Jaipur,2008,62000,7.0,17,11.290322580645162
Skoda Superb 1.8 TSI MT,Hyderabad,2010,53293,6.0,15,11.258514251402623
Maruti Ertiga VDI,Kolkata,2013,53073,5.95,12,11.210973564712754
Maruti Ritz VXi,Mumbai,2012,29000,3.25,13,11.206896551724139
Volkswagen Vento 1.5 TDI Highline,Bangalore,2014,58000,6.5,11,11.206896551724139
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,2010,107000,11.99,15,11.205607476635514
Hyundai i10 Magna,Kolkata,2013,21000,2.35,12,11.19047619047619
Mahindra XUV500 W8 2WD,Delhi,2012,72450,8.1,13,11.180124223602485
Toyota Corolla Altis 1.4 DG,Coimbatore,2013,63854,7.12,12,11.150436934256271
Hyundai Verna 1.6 SX,Kolkata,2011,34994,3.9,14,11.144767674458478
Ford EcoSport 1.5 TDCi Titanium,Kolkata,2013,44000,4.9,12,11.136363636363638
Hyundai i10 Sportz,Chennai,2010,26966,3.0,15,11.12512052213899
Honda City i DTEC SV,Kolkata,2014,40000,4.45,11,11.125
Skoda Superb 3.6 V6 FSI,Hyderabad,2010,54000,6.0,15,11.11111111111111
Mahindra XUV500 W8 4WD,Pune,2014,81000,9.0,11,11.11111111111111
Honda Mobilio V i DTEC,Kolkata,2014,45000,5.0,11,11.11111111111111
Volkswagen Vento Konekt Diesel Highline,Chennai,2013,55000,6.1,12,11.090909090909092
Honda City 1.5 S MT,Pune,2013,46000,5.1,12,11.086956521739129
Nissan Terrano XL D Option,Mumbai,2014,51000,5.65,11,11.07843137254902
Mahindra XUV500 W8 2WD,Kochi,2013,61591,6.82,12,11.0730463866474
Toyota Fortuner 4x2 AT,Hyderabad,2012,158000,17.49,13,11.069620253164555
Honda Brio S Option MT,Kochi,2013,33793,3.74,12,11.06738081851271
Hyundai Verna SX CRDi AT,Delhi,2013,51000,5.64,12,11.058823529411764
Hyundai Santa Fe 2WD AT,Delhi,2012,86000,9.5,13,11.046511627906977
Honda Amaze E i-Vtech,Coimbatore,2014,44753,4.94,11,11.038366143051864
Hyundai Grand i10 Sportz,Kolkata,2013,29000,3.2,12,11.03448275862069
Mahindra XUV500 W8 2WD,Kochi,2014,70963,7.83,11,11.03391908459338
Honda Mobilio E i DTEC,Hyderabad,2014,58972,6.5,11,11.022180017635488
Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,59000,6.5,11,11.016949152542374
Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,Jaipur,2014,72618,8.0,11,11.016552369935829
Nissan Micra XV CVT,Coimbatore,2014,47303,5.21,11,11.014100585586538
Honda CR-V 2.4 MT,Bangalore,2007,47700,5.25,18,11.0062893081761
Honda City 1.5 V MT Exclusive,Kochi,2013,50266,5.53,12,11.00147216806589
Maruti Wagon R LXI,Ahmedabad,2012,30000,3.3,13,11.0
Maruti Wagon R LXI Optional,Kolkata,2014,25000,2.75,11,11.0
Honda Brio S Option MT,Mumbai,2012,25000,2.75,13,11.0
Volkswagen Vento Diesel Highline,Bangalore,2012,50000,5.5,13,11.0
Hyundai i20 Asta,Kochi,2010,30754,3.38,15,10.990440267932627
BMW 3 Series 320d Highline,Mumbai,2008,66000,7.25,17,10.984848484848484
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2013,114708,12.6,12,10.984412595459776
Maruti Ertiga VDI,Delhi,2014,54569,5.99,11,10.976928292620352
Honda City V MT AVN,Chennai,2012,41000,4.5,13,10.975609756097562
Maruti Ritz LDi,Delhi,2014,32805,3.6,11,10.973936899862826
Toyota Etios VD,Chennai,2012,48000,5.25,13,10.9375
Volkswagen Polo Petrol Highline 1.2L,Coimbatore,2011,44748,4.89,14,10.9278626977742
Hyundai i20 1.2 Asta,Chennai,2014,41681,4.55,11,10.916244811784747
Ford Ecosport 1.5 DV5 MT Trend,Hyderabad,2014,55000,6.0,11,10.909090909090908
BMW 3 Series 320d,Ahmedabad,2011,100000,10.9,14,10.9
Honda City i DTEC V,Kolkata,2014,56002,6.1,11,10.892468126138352
Honda City i DTEC VX,Kolkata,2014,55000,5.99,11,10.89090909090909
Chevrolet Cruze LTZ,Bangalore,2013,62000,6.75,12,10.887096774193548
Mahindra Scorpio SLE BSIV,Bangalore,2013,70359,7.65,12,10.872809448684603
Hyundai i10 Magna AT,Kochi,2010,30566,3.32,15,10.861741804619513
Volkswagen Polo Diesel Highline 1.2L,Kolkata,2014,35000,3.8,11,10.857142857142858
Toyota Fortuner 4x2 4 Speed AT,Hyderabad,2012,152000,16.5,13,10.855263157894736
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,62700,6.8,11,10.84529505582137
Mahindra Quanto C8,Kolkata,2013,36000,3.9,12,10.833333333333334
Hyundai Verna 1.6 SX VTVT,Pune,2014,48000,5.2,11,10.833333333333334
Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2014,30000,3.25,11,10.833333333333334
Nissan Micra XL,Chennai,2013,30000,3.25,12,10.833333333333334
Toyota Fortuner 4x2 4 Speed AT,Pune,2012,125000,13.5,13,10.8
Hyundai Verna 1.4 CRDi GL,Kolkata,2012,38000,4.1,13,10.789473684210526
Maruti Swift ZDi,Coimbatore,2014,59923,6.46,11,10.78050164377618
Mahindra XUV500 W8 2WD,Delhi,2014,74345,8.0,11,10.760642948416168
Honda City i DTEC SV,Hyderabad,2014,65000,6.99,11,10.753846153846155
Mahindra XUV500 W8 2WD,Ahmedabad,2014,67000,7.2,11,10.746268656716419
Skoda Rapid 1.6 TDI Ambition,Chennai,2012,55000,5.9,13,10.727272727272727
Maruti Swift Dzire VXI,Kolkata,2014,33485,3.59,11,10.721218456025086
Toyota Innova 2.5 V Diesel 8-seater,Pune,2013,112000,12.0,12,10.714285714285714
Maruti Swift ZXI,Chennai,2012,42000,4.5,13,10.714285714285714
Hyundai Verna 1.6 SX,Ahmedabad,2014,63003,6.75,11,10.713775534498357
Mahindra Scorpio 2009-2014 SLE 7S BSIV,Kolkata,2011,51387,5.5,14,10.703096113803102
Honda Amaze S i-Vtech,Jaipur,2014,41210,4.4,11,10.67702014074254
Renault Duster 110PS Diesel RxZ,Bangalore,2014,74500,7.95,11,10.671140939597315
Volkswagen Polo 1.5 TDI Highline,Coimbatore,2014,52951,5.65,11,10.670242299484428
Honda Brio S MT,Delhi,2014,30000,3.2,11,10.666666666666666
Volkswagen Vento Petrol Highline,Mumbai,2014,45000,4.8,11,10.666666666666666
Ford Figo Diesel ZXI,Mumbai,2011,30000,3.2,14,10.666666666666666
Hyundai i10 Era 1.1,Kochi,2013,34697,3.7,12,10.663746145199873
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2011,46000,4.9,14,10.65217391304348
Chevrolet Beat Diesel LS,Kolkata,2013,26300,2.8,12,10.64638783269962
Mahindra Scorpio VLX,Ahmedabad,2011,70000,7.45,14,10.642857142857142
Honda Amaze S i-Vtech,Coimbatore,2014,48997,5.21,11,10.633304079841622
Ford EcoSport 1.5 TDCi Titanium,Bangalore,2013,62084,6.6,12,10.630758327427356
Maruti Swift Dzire ZXi,Delhi,2013,40000,4.25,12,10.625
Hyundai Verna 1.6 SX CRDI (O) AT,Kolkata,2014,48000,5.1,11,10.624999999999998
Honda City i VTEC SV,Delhi,2014,55000,5.84,11,10.618181818181819
Hyundai i10 Sportz,Kolkata,2013,25000,2.65,12,10.6
Hyundai i20 1.2 Magna,Coimbatore,2012,38214,4.05,13,10.598210080075365
Honda City i DTEC SV,Kolkata,2014,45000,4.75,11,10.555555555555555
Chevrolet Enjoy 1.3 TCDi LTZ 8,Chennai,2014,45000,4.75,11,10.555555555555555
Honda City i VTEC S,Pune,2014,58407,6.16,11,10.54668104850446
BMW 3 Series 320d Highline,Pune,2011,99606,10.5,14,10.541533642551654
Honda City V AT,Coimbatore,2012,60908,6.42,13,10.540487292309713
Mercedes-Benz M-Class ML 320 CDI,Mumbai,2009,102002,10.75,16,10.53900903903845
Renault Duster 110PS Diesel RxL,Bangalore,2014,73557,7.75,11,10.53604687521242
Renault Duster 110PS Diesel RxZ,Kolkata,2014,52108,5.49,11,10.535810240270209
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2012,95000,10.0,13,10.526315789473685
Honda City i DTEC VX Option,Pune,2014,71000,7.45,11,10.492957746478874
Volkswagen Vento Petrol Trendline,Bangalore,2012,52000,5.45,13,10.48076923076923
BMW 3 Series 320d,Hyderabad,2010,105000,11.0,15,10.476190476190476
Skoda Laura 1.9 TDI AT Ambiente,Bangalore,2009,74000,7.75,16,10.472972972972974
Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,7.0,14,10.447761194029852
Hyundai i20 Magna Optional 1.2,Kochi,2014,44525,4.65,11,10.443571027512634
Honda City 1.5 V MT Exclusive,Pune,2012,45496,4.75,13,10.44047828380517
Nissan Sunny 2011-2014 Diesel XV,Mumbai,2012,38800,4.05,13,10.438144329896907
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2013,69000,7.2,12,10.434782608695652
Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2014,70374,7.34,11,10.42998834796942
Mahindra Xylo E8 ABS BS IV,Coimbatore,2014,67771,7.06,11,10.417435186141565
Skoda Laura 1.9 TDI AT Elegance,Jaipur,2009,48000,5.0,16,10.416666666666666
Honda City i VTEC S,Delhi,2014,60000,6.25,11,10.416666666666666
Maruti Swift Dzire VDI,Kolkata,2013,43284,4.5,12,10.396451344607707
Hyundai Grand i10 Magna,Kochi,2014,48031,4.98,11,10.368303803793385
Mahindra Ssangyong Rexton RX7,Kochi,2014,91586,9.47,11,10.340008298211519
Volkswagen Polo Petrol Highline 1.6L,Coimbatore,2013,56526,5.84,12,10.3315288539787
Ford Figo Petrol ZXI,Mumbai,2012,23152,2.39,13,10.323082239115411
Nissan Terrano XL 110 PS,Hyderabad,2014,66000,6.8,11,10.303030303030303
Toyota Innova 2.5 V Diesel 7-seater,Pune,2011,68000,7.0,14,10.294117647058824
Nissan Terrano XL,Hyderabad,2013,63220,6.5,12,10.281556469471687
Tata Zest Revotron 1.2T XM,Mumbai,2014,36000,3.7,11,10.277777777777779
Honda City V MT,Mumbai,2014,56000,5.75,11,10.267857142857142
Maruti Swift Dzire VDI,Kolkata,2014,38578,3.96,11,10.264917828814351
Honda Amaze VX i-DTEC,Kolkata,2013,38001,3.9,12,10.262887818741612
Audi A6 2.7 TDI,Ahmedabad,2009,78000,8.0,16,10.256410256410257
Hyundai i20 Sportz 1.4 CRDi,Delhi,2014,55000,5.64,11,10.254545454545454
Toyota Fortuner 4x2 Manual,Mumbai,2012,131765,13.5,13,10.2455128448374
Ford EcoSport 1.0 Ecoboost Titanium Plus BE,Kochi,2014,54173,5.55,11,10.24495597437838
Toyota Innova 2.5 VX (Diesel) 7 Seater,Jaipur,2014,105044,10.75,11,10.233806785727886
Volkswagen Vento Diesel Comfortline,Kochi,2014,52400,5.36,11,10.229007633587786
Ford Figo Diesel ZXI,Kolkata,2013,22000,2.25,12,10.227272727272727
Toyota Innova 2.5 GX 7 STR BSIV,Delhi,2012,68000,6.95,13,10.220588235294118
Honda City i-VTEC V,Delhi,2014,55818,5.7,11,10.211759647425561
Volkswagen Vento Diesel Comfortline,Kochi,2013,47910,4.89,12,10.206637445209767
Audi A6 2.7 TDI,Pune,2011,112719,11.5,14,10.2023616249257
Maruti Celerio VXI AT,Hyderabad,2014,44600,4.55,11,10.201793721973095
Hyundai Xcent 1.2 VTVT S,Bangalore,2014,54000,5.5,11,10.185185185185185
Volkswagen Jetta 2013-2015 2.0L TDI Highline,Kolkata,2013,58000,5.9,12,10.172413793103448
Chevrolet Cruze LTZ,Bangalore,2013,64000,6.5,12,10.15625
Mahindra Bolero VLX CRDe,Coimbatore,2012,60271,6.12,13,10.154137147218396
Maruti Zen Estilo 1.1 LX BSIII,Kochi,2011,25805,2.62,14,10.153071110249952
Honda City 1.5 V MT Exclusive,Mumbai,2013,45000,4.55,12,10.11111111111111
Ford Endeavour 3.0L 4X4 AT,Hyderabad,2012,91000,9.2,13,10.109890109890108
Hyundai Verna 1.6 SX VTVT (O),Delhi,2013,52000,5.25,12,10.096153846153847
Maruti Swift Dzire VDI,Delhi,2014,52000,5.25,11,10.096153846153847
Maruti Swift VDI,Hyderabad,2013,53996,5.45,12,10.093340247425735
Hyundai i20 1.2 Sportz Option,Chennai,2011,32200,3.25,14,10.093167701863354
Maruti Swift Dzire VDI,Kolkata,2014,42109,4.25,11,10.092854259184497
Audi Q5 2008-2012 2.0 TFSI Quattro,Ahmedabad,2009,99100,10.0,16,10.090817356205852
Honda Mobilio V i DTEC,Mumbai,2014,57000,5.75,11,10.087719298245615
Ford Endeavour 3.0L 4X4 AT,Hyderabad,2012,91696,9.25,13,10.087681032978537
Maruti Ertiga VDI,Pune,2014,71899,7.25,11,10.083589479686783
Honda City 1.5 S MT,Mumbai,2014,54546,5.5,11,10.083232501008323
Mahindra Scorpio VLX,Kolkata,2012,62000,6.25,13,10.080645161290322
Mahindra Scorpio VLX 2.2 mHawk BSIII,Coimbatore,2012,62729,6.32,13,10.075084888966826
Hyundai Verna 1.6 SX,Hyderabad,2012,65254,6.55,13,10.037698838385387
Toyota Etios Cross 1.4L VD,Bangalore,2014,57464,5.75,11,10.006264791869693
Maruti Swift Dzire VXi,Chennai,2012,49000,4.9,13,10.000000000000002
Nissan Terrano XL Plus 85 PS,Jaipur,2014,60000,6.0,11,10.0
Volkswagen Vento Diesel Highline,Jaipur,2011,50000,5.0,14,10.0
Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2012,120000,12.0,13,10.0
Renault Scala Diesel RxL,Kolkata,2013,40000,4.0,12,10.0
Renault Duster 85PS Diesel RxL Optional,Jaipur,2014,75000,7.5,11,10.0
Volkswagen Vento Diesel Comfortline,Kolkata,2012,34000,3.4,13,10.0
Nissan Terrano XV Premium 110 PS,Hyderabad,2013,85000,8.5,12,10.0
Volkswagen Vento 1.5 TDI Comfortline AT,Hyderabad,2014,75000,7.5,11,10.0
Volkswagen Vento 1.5 TDI Comfortline,Kolkata,2012,34000,3.4,13,10.0
Maruti Ertiga VXI,Mumbai,2012,52500,5.25,13,10.0
Maruti Swift VDI,Kolkata,2014,35010,3.5,11,9.997143673236218
Mahindra Quanto C6,Mumbai,2013,35000,3.49,12,9.971428571428572
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Mumbai,2014,95000,9.45,11,9.94736842105263
Hyundai Verna 1.6 SX VTVT,Pune,2011,49768,4.95,14,9.946150136633982
Maruti Ertiga ZXI,Bangalore,2014,68000,6.75,11,9.926470588235293
Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,68000,6.75,11,9.926470588235293
Mahindra XUV500 W8 2WD,Kochi,2013,73648,7.31,12,9.925592005213991
Volkswagen Jetta 2007-2011 2.0 TDI Trendline,Ahmedabad,2013,68008,6.75,12,9.925302905540525
Hyundai Verna 1.6 SX CRDi (O),Kolkata,2014,58000,5.75,11,9.913793103448276
Renault Duster 110PS Diesel RxL,Mumbai,2014,58002,5.75,11,9.913451260301368
Renault Duster 110PS Diesel RxL,Mumbai,2014,58003,5.75,11,9.913280347568229
Honda Amaze VX i-Vtech,Chennai,2014,48000,4.75,11,9.895833333333334
Honda Amaze S i-Vtech,Bangalore,2013,44000,4.35,12,9.886363636363635
Tata Zest Revotron 1.2 XT,Mumbai,2014,40000,3.95,11,9.875
Toyota Innova 2.5 LE 2014 Diesel 7 Seater,Pune,2014,102418,10.1,11,9.86154777480521
Toyota Innova 2.5 V Diesel 7-seater,Delhi,2011,72000,7.1,14,9.86111111111111
Maruti Ritz VXI,Mumbai,2014,33000,3.25,11,9.848484848484848
Ford Figo Diesel Titanium,Mumbai,2014,33000,3.25,11,9.848484848484848
Maruti Alto K10 2010-2014 VXI,Kochi,2014,36967,3.64,11,9.846619958341224
Toyota Innova 2.5 G4 Diesel 8-seater,Delhi,2011,65000,6.4,14,9.846153846153847
Maruti Swift Dzire ZXi,Kochi,2014,49386,4.86,11,9.840845583768681
Tata Xenon XT EX 4X4,Bangalore,2014,60000,5.9,11,9.833333333333334
Hyundai i10 Magna,Coimbatore,2012,43766,4.3,13,9.824978293652608
Honda Brio S MT,Delhi,2013,33000,3.24,12,9.818181818181818
Toyota Fortuner 3.0 Diesel,Bangalore,2014,171000,16.75,11,9.7953216374269
Honda City 1.5 S MT,Pune,2010,43000,4.21,15,9.790697674418604
Ford Endeavour 2.5L 4X2,Bangalore,2011,71000,6.95,14,9.788732394366198
Honda Jazz V,Chennai,2011,46000,4.5,14,9.782608695652174
BMW 3 Series 320d Dynamic,Mumbai,2008,81308,7.95,17,9.77763565700792
Hyundai i20 Asta 1.4 CRDi,Kolkata,2012,33249,3.25,13,9.774730067069687
Volkswagen Polo 1.2 MPI Comfortline,Ahmedabad,2014,44000,4.3,11,9.772727272727273
Maruti Celerio VXI AT,Hyderabad,2014,44000,4.3,11,9.772727272727273
Hyundai Verna 1.6 SX VTVT (O) AT,Coimbatore,2012,54957,5.37,13,9.771275724657459
Honda Brio S MT,Bangalore,2014,43521,4.25,11,9.76540061119919
Volkswagen Vento Diesel Trendline,Chennai,2011,41000,4.0,14,9.75609756097561
Honda Amaze S i-VTEC,Mumbai,2013,39879,3.89,12,9.754507384839139
Maruti Zen Estilo LXI BS IV,Pune,2011,20575,2.0,14,9.720534629404618
Ford Figo Diesel Titanium,Coimbatore,2013,44731,4.34,12,9.702443495562362
Maruti Ertiga VDI,Pune,2012,63001,6.11,13,9.698258757797495
Honda City 1.5 V AT,Kochi,2014,60952,5.91,11,9.696154350964694
Honda City i VTEC SV,Kolkata,2014,49000,4.75,11,9.693877551020408
Toyota Fortuner 3.0 Diesel,Mumbai,2009,92000,8.9,16,9.673913043478262
Volkswagen Vento 1.6 Highline,Mumbai,2014,46000,4.45,11,9.673913043478262
Honda Amaze S Petrol,Kolkata,2013,32576,3.15,12,9.669695481335953
Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2013,57000,5.5,12,9.649122807017545
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,2012,85122,8.2,13,9.633232301872605
Ford Ecosport 1.5 DV5 MT Titanium,Kolkata,2014,57000,5.49,11,9.631578947368421
Renault Duster 110PS Diesel RxZ,Kochi,2013,63295,6.09,12,9.621613081602023
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Chennai,2013,65000,6.25,12,9.615384615384615
Volkswagen Polo 1.2 MPI Comfortline,Ahmedabad,2013,39000,3.75,12,9.615384615384615
Honda City 1.5 S MT,Mumbai,2014,57000,5.48,11,9.614035087719298
Honda Civic 2006-2010 1.8 S MT,Ahmedabad,2007,51000,4.9,18,9.607843137254903
Volkswagen Jetta 2012-2014 2.0L TDI Trendline,Kochi,2012,58775,5.64,13,9.595916631220756
Ford Ecosport 1.5 DV5 MT Titanium,Jaipur,2014,60000,5.75,11,9.583333333333334
Maruti Ritz LXi,Kochi,2011,33292,3.19,14,9.581881533101045
Hyundai Elantra CRDi SX AT,Delhi,2013,71000,6.8,12,9.577464788732394
Hyundai i20 1.2 Asta,Chennai,2011,47000,4.5,14,9.574468085106384
Honda Civic 2010-2013 1.8 V AT Sunroof,Pune,2011,47000,4.5,14,9.574468085106384
Hyundai i10 Sportz,Coimbatore,2012,47324,4.52,13,9.551179105739159
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2010,130923,12.5,15,9.547596678963972
BMW 3 Series 320d,Coimbatore,2009,103905,9.92,16,9.547182522496511
Hyundai Verna 1.6 SX,Hyderabad,2012,65000,6.2,13,9.538461538461538
Honda Brio 1.2 VX MT,Kochi,2014,41460,3.95,11,9.527255185721177
Honda City i VTEC V,Delhi,2014,62505,5.95,11,9.519238460923127
Tata Nano Twist XT,Hyderabad,2014,16810,1.6,11,9.518143961927423
Volkswagen Vento 1.5 TDI Comfortline,Coimbatore,2014,56658,5.39,11,9.513219668890537
Hyundai Verna 1.6 SX VTVT (O),Delhi,2014,61566,5.85,11,9.501997855959457
Skoda Yeti Elegance,Chennai,2011,79000,7.5,14,9.49367088607595
Honda Brio 1.2 VX MT,Delhi,2013,33746,3.2,12,9.482605345818763
Honda City i DTEC VX,Jaipur,2014,76551,7.25,11,9.470810309466891
Hyundai i10 Sportz 1.2,Coimbatore,2014,47439,4.49,11,9.464786357216637
Hyundai i20 Asta,Mumbai,2009,28000,2.65,16,9.464285714285714
Mitsubishi Pajero Sport 4X4,Bangalore,2013,132000,12.49,12,9.462121212121213
Hyundai Grand i10 Asta,Kolkata,2014,37000,3.5,11,9.45945945945946
Ford Ecosport 1.5 Ti VCT MT Titanium,Chennai,2013,55000,5.2,12,9.454545454545455
Honda Accord 2.4 AT,Kochi,2011,62332,5.89,14,9.449399987165501
Hyundai i20 Era 1.4 CRDi,Kochi,2014,46566,4.4,11,9.448954172572265
Hyundai Grand i10 Magna,Jaipur,2014,42355,4.0,11,9.443985361822689
Honda City 1.5 S MT,Mumbai,2014,58000,5.47,11,9.431034482758621
Honda City i DTEC VX,Jaipur,2014,71649,6.75,11,9.420927019218691
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,Ahmedabad,2013,94000,8.85,12,9.414893617021276
Volkswagen Vento Diesel Highline,Coimbatore,2013,62746,5.9,12,9.402989832021165
Mitsubishi Pajero 2.8 GLX Sports,Hyderabad,2008,85000,7.99,17,9.4
Toyota Etios Liva Diesel,Hyderabad,2014,59589,5.6,11,9.397707630602964
Honda City i VTEC SV,Mumbai,2014,57004,5.35,11,9.385306294295138
Honda Amaze S i-Dtech,Pune,2014,48000,4.5,11,9.375
Ford Figo Petrol ZXI,Bangalore,2013,38000,3.55,12,9.342105263157896
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2013,30000,2.8,12,9.333333333333334
Hyundai Verna 1.6 SX,Bangalore,2012,67000,6.25,13,9.328358208955224
Maruti Swift Dzire ZXI,Mumbai,2014,48241,4.5,11,9.328164839037333
Nissan Sunny XE P,Coimbatore,2012,50297,4.69,13,9.324611805873115
Hyundai Grand i10 Asta,Kolkata,2014,37000,3.45,11,9.324324324324325
Mahindra XUV500 W6 2WD,Jaipur,2014,88511,8.25,11,9.32087537142276
Honda Amaze VX AT i-Vtech,Hyderabad,2014,57937,5.4,11,9.320468785059633
Honda CR-V 2.0 AT,Jaipur,2014,112827,10.5,11,9.306283070541626
Mahindra Scorpio VLX 2WD AT BSIV,Hyderabad,2013,86000,8.0,12,9.30232558139535
Honda Accord 2.4 M/T,Delhi,2012,64709,6.0,13,9.272280517393252
Honda City i DTEC VX,Hyderabad,2014,75578,7.0,11,9.261954537034587
Hyundai Verna 1.6 SX CRDi (O),Kolkata,2013,47000,4.35,12,9.255319148936168
